,targetname,datetime_str,datetime_jd,M1,solar_presence,k1,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
494,Garradd (C/2009 P1),2012-Mar-04 22:20,2455991.430555556,8.8,,4.5,m,219.47967,68.71417,219.53308,68.65596,-181.206,86.11011,353.670976,65.69513,-323.39,-72.85,-452626.1,268787.614,342.043,15.112955524,1.097,0.157,10.5,,92.91618,,389533.3,*,,,,,,57.39,0.0,,,160.4749,40.7525,1.836000926846,12.2646662,1.26596811688019,-0.1983176,10.52873578,31.0957768,51.1693822,108.2037,/L,30.8709,78.7,84.8166,40.9356,237.501,83.011,-13.96867,UMi,66.185434,150.6424565,71.2116033,,,109.496266,45.540213,4.0491692593,0.000354,0.092,0.087,0.093,0.086,-23.325,0.0250542,0.127,163.2178,1.2e-05,0.4,1.45,0.001089,46.4343,0.477416728,30.8711,157.4889,56.0689
495,Garradd (C/2009 P1),2012-Mar-04 22:30,2455991.4375,8.8,,4.5,m,219.45658,68.71817,219.51003,68.65995,-181.24,85.98374,351.518592,65.45909,-316.93,-96.96,-452734.1,268792.33,342.053,15.2800785069,1.099,0.158,10.5,,92.91697,,389549.0,*,,,,,,57.36,0.0,,,160.4732,40.7492,1.836050118874,12.2653944,1.26596734902946,-0.1845816,10.52872939,31.0953604,51.16322,108.208,/L,30.8692,78.7,84.8756,40.9331,237.47,82.99,-13.97381,UMi,66.185435,150.6227332,71.2048272,,,109.509359,45.541693,4.2158595499,0.000354,0.092,0.087,0.093,0.086,-23.314,0.025055,0.127,163.2144,1.2e-05,0.4,1.44,0.001089,46.4379,0.646076579,30.8694,157.4812,56.0641
496,Garradd (C/2009 P1),2012-Mar-04 22:40,2455991.444444444,8.8,,4.5,,219.43348,68.72217,219.48697,68.66393,-181.271,85.85772,349.436703,65.157311,-308.83,-120.15,-452842.12,268797.026,342.063,15.4472014897,1.101,0.158,10.5,,92.91776,,389564.7,*,,,,,,57.33,0.0,,,160.4714,40.7459,1.83609931382,12.2661224,1.26596663619024,-0.1708875,10.52872346,31.0949441,51.156539,108.2124,/L,30.8674,78.7,84.9353,40.9305,237.438,82.97,-13.97895,UMi,66.185435,150.6030316,71.198048,,,109.52245,45.543172,4.3825500431,0.000354,0.092,0.087,0.093,0.086,-23.303,0.0250557,0.127,163.211,1.2e-05,0.4,1.44,0.001089,46.4414,0.814737,30.8676,157.4735,56.0594
497,Garradd (C/2009 P1),2012-Mar-04 22:50,2455991.451388889,8.8,,4.5,,219.41037,68.72616,219.4639,68.6679,-181.299,85.73214,347.439015,64.792604,-299.23,-142.24,-452950.15,268801.7,342.073,15.6143244725,1.105,0.158,10.5,,92.91854,,389580.4,*,,,,,,57.3,0.0,,,160.4697,40.7425,1.836148511684,12.2668504,1.26596597817359,-0.1572457,10.52871799,31.0945277,51.1493545,108.2168,/L,30.8657,78.6,84.9955,40.9279,237.407,82.949,-13.98409,UMi,66.185435,150.5833517,71.191266,,,109.535541,45.544653,4.5492407432,0.000354,0.092,0.087,0.093,0.086,-23.291,0.0250565,0.127,163.2077,1.2e-05,0.4,1.44,0.001089,46.445,0.98339797,30.8658,157.4658,56.0547
498,Garradd (C/2009 P1),2012-Mar-04 23:00,2455991.458333333,8.8,A,4.5,,219.38726,68.73014,219.44082,68.67187,-181.325,85.60711,345.536794,64.368194,-288.31,-163.12,-453058.2,268806.354,342.083,15.7814474553,1.108,0.159,10.5,,92.91933,,389596.0,*,,,,,,57.26,0.0,,,160.468,40.7392,1.836197712465,12.2675782,1.26596537474966,-0.1436662,10.52871297,31.0941114,51.1416829,108.2211,/L,30.8639,78.6,85.0563,40.9253,237.376,82.928,-13.98922,UMi,66.185435,150.5636934,71.1844812,,,109.548629,45.546134,4.7159316545,0.000354,0.092,0.087,0.093,0.086,-23.28,0.0250573,0.127,163.2043,1.2e-05,0.4,1.44,0.001089,46.4486,1.152059466,30.8641,157.4581,56.0499
499,Garradd (C/2009 P1),2012-Mar-04 23:10,2455991.465277778,8.8,A,4.5,,219.36414,68.73412,219.41773,68.67583,-181.349,85.48272,343.738797,63.887612,-276.27,-182.68,-453166.27,268810.988,342.093,15.948570438,1.113,0.16,10.5,,92.92012,,389611.7,*,,,,,,57.23,0.0,,,160.4662,40.7359,1.836246916163,12.268306,1.26596482564817,-0.1301592,10.5287084,31.093695,51.1335416,108.2255,/L,30.8622,78.6,85.1176,40.9228,237.344,82.908,-13.99435,UMi,66.185435,150.5440569,71.1776937,,,109.561716,45.547616,4.8826227807,0.000354,0.092,0.087,0.093,0.086,-23.269,0.0250581,0.127,163.2009,1.2e-05,0.4,1.44,0.001089,46.4522,1.320721468,30.8623,157.4504,56.0452
500,Garradd (C/2009 P1),2012-Mar-04 23:20,2455991.472222222,8.8,A,4.5,,219.34101,68.73809,219.39464,68.67979,-181.37,85.35908,342.051336,63.354596,-263.27,-200.86,-453274.35,268815.6,342.103,16.1156934207,1.118,0.16,10.5,,92.9209,,389627.4,*,,,,,,57.2,0.0,,,160.4645,40.7326,1.836296122778,12.2690337,1.26596433055892,-0.1167344,10.52870429,31.0932786,51.1249485,108.2298,/L,30.8604,78.6,85.1795,40.9202,237.313,82.887,-13.99948,UMi,66.185435,150.5244421,71.1709037,,,109.574801,45.549098,5.0493141251,0.000354,0.092,0.087,0.093,0.086,-23.257,0.0250589,0.127,163.1975,1.2e-05,0.4,1.44,0.001089,46.4557,1.489383953,30.8606,157.4427,56.0405
501,Garradd (C/2009 P1),2012-Mar-04 23:30,2455991.479166667,8.8,A,4.5,,219.31787,68.74206,219.37154,68.68374,-181.389,85.23629,340.478456,62.773,-249.49,-217.65,-453382.45,268820.192,342.113,16.2828164033,1.124,0.161,10.5,,92.92169,,389643.0,*,,,,,,57.17,0.0,,,160.4627,40.7292,1.836345332309,12.2697614,1.26596388913246,-0.1034015,10.52870061,31.0928622,51.1159227,108.2342,/L,30.8587,78.6,85.2419,40.9177,237.281,82.866,-14.00461,UMi,66.185435,150.504849,71.1641113,,,109.587884,45.550581,5.2160056908,0.000354,0.092,0.087,0.093,0.086,-23.246,0.0250597,0.127,163.1941,1.2e-05,0.4,1.44,0.001089,46.4593,1.658046902,30.8588,157.435,56.0357
502,Garradd (C/2009 P1),2012-Mar-04 23:40,2455991.486111111,8.8,N,4.5,,219.29473,68.74602,219.34844,68.68769,-181.406,85.11444,339.022176,62.14671,-235.1,-233.04,-453490.55,268824.764,342.123,16.449939386,1.13,0.162,10.5,,92.92248,,389658.6,*,,,,,,57.14,0.0,,,160.461,40.7259,1.836394544756,12.2704889,1.26596350098074,-0.0901702,10.52869739,31.0924458,51.1064842,108.2385,/L,30.8569,78.6,85.3048,40.9151,237.25,82.845,-14.00973,UMi,66.185435,150.4852775,71.1573166,,,109.600965,45.552064,5.3826974802,0.000354,0.092,0.087,0.093,0.086,-23.234,0.0250605,0.127,163.1907,1.2e-05,0.4,1.44,0.001089,46.4629,1.826710293,30.8571,157.4274,56.031
503,Garradd (C/2009 P1),2012-Mar-04 23:50,2455991.493055556,8.8,N,4.5,,219.27158,68.74997,219.32532,68.69163,-181.42,84.99363,337.68278,61.47958,-220.23,-247.06,-453598.67,268829.315,342.133,16.6170623686,1.137,0.163,10.5,,92.92326,,389674.3,*,,,,,,57.11,0.0,,,160.4593,40.7226,1.836443760118,12.2712163,1.26596316567794,-0.0770497,10.5286946,31.0920294,51.0966534,108.2429,/L,30.8551,78.5,85.3682,40.9126,237.218,82.825,-14.01485,UMi,66.185435,150.4657277,71.1505197,,,109.614044,45.553547,5.5493894955,0.000354,0.092,0.087,0.093,0.086,-23.223,0.0250613,0.127,163.1873,1.2e-05,0.4,1.44,0.001089,46.4665,1.995374106,30.8553,157.4197,56.0263
504,Garradd (C/2009 P1),2012-Mar-05 00:00,2455991.5,8.8,N,4.5,,219.24842,68.75392,219.30221,68.69556,-181.432,84.87395,336.459114,60.775376,-205.03,-259.74,-453706.8,268833.845,342.143,16.7841853511,1.145,0.164,10.5,,92.92405,,389689.9,*,,,,,,57.08,0.0,,,160.4575,40.7193,1.836492978396,12.2719437,1.26596288276125,-0.0640491,10.52869224,31.091613,51.0864518,108.2472,/L,30.8534,78.5,85.4321,40.91,237.187,82.804,-14.01997,UMi,66.185436,150.4461995,71.1437207,,,109.627121,45.55503,5.7160817384,0.000354,0.092,0.087,0.093,0.086,-23.211,0.025062,0.127,163.1839,1.2e-05,0.4,1.44,0.001089,46.47,2.164038321,30.8535,157.412,56.0215
505,Garradd (C/2009 P1),2012-Mar-05 00:10,2455991.506944444,8.8,C,4.5,,219.22526,68.75786,219.27908,68.69949,-181.442,84.75549,335.348879,60.037739,-189.6,-271.14,-453814.93,268838.356,342.152,16.9513083336,1.153,0.165,10.5,,92.92483,,389705.5,*,,,,,,57.04,0.0,,,160.4558,40.716,1.836542199589,12.272671,1.26596265173187,-0.0511772,10.52869032,31.0911966,51.0759016,108.2515,/L,30.8516,78.5,85.4963,40.9075,237.155,82.783,-14.02508,UMi,66.185436,150.4266928,71.1369198,,,109.640196,45.556514,5.8827742101,0.000354,0.092,0.087,0.093,0.086,-23.2,0.0250628,0.127,163.1805,1.2e-05,0.4,1.44,0.001089,46.4736,2.33270292,30.8518,157.4044,56.0168
506,Garradd (C/2009 P1),2012-Mar-05 00:20,2455991.513888889,8.8,C,4.5,,219.2021,68.7618,219.25595,68.70342,-181.449,84.63833,334.348901,59.270157,-174.04,-281.32,-453923.08,268842.846,342.162,17.1184313161,1.162,0.167,10.5,,92.92562,,389721.1,*,,,,,,57.01,0.0,,,160.4541,40.7126,1.836591423696,12.2733981,1.26596247205593,-0.0384428,10.52868883,31.0907802,51.0650254,108.2559,/L,30.8499,78.5,85.561,40.9049,237.124,82.762,-14.0302,UMi,66.185436,150.4072075,71.1301171,,,109.653268,45.557997,6.0494669116,0.000354,0.092,0.087,0.093,0.086,-23.188,0.0250636,0.127,163.1771,1.2e-05,0.4,1.44,0.001089,46.4772,2.501367882,30.85,157.3967,56.012
507,Garradd (C/2009 P1),2012-Mar-05 00:30,2455991.520833333,8.8,*,4.5,,219.17893,68.76573,219.23282,68.70733,-181.455,84.52257,333.45537,58.475947,-158.43,-290.33,-454031.23,268847.317,342.172,17.2855542986,1.172,0.168,10.5,,92.92641,,389736.7,*,,,,,,56.98,0.0,,,160.4523,40.7093,1.836640650717,12.2741252,1.2659623431656,-0.0258541,10.52868776,31.0903637,51.0538467,108.2602,/L,30.8481,78.5,85.6261,40.9024,237.092,82.742,-14.0353,UMi,66.185436,150.3877435,71.1233127,,,109.666337,45.55948,6.2161598432,0.000354,0.092,0.087,0.093,0.086,-23.177,0.0250644,0.127,163.1737,1.2e-05,0.4,1.44,0.001089,46.4808,2.670033189,30.8483,157.3891,56.0073
508,Garradd (C/2009 P1),2012-Mar-05 00:40,2455991.527777778,8.8,*,4.5,,219.15575,68.76966,219.20968,68.71125,-181.459,84.40828,332.664044,57.658247,-142.85,-298.24,-454139.38,268851.768,342.182,17.452677281,1.183,0.17,10.5,,92.92719,,389752.3,*,,,,,,56.95,0.0,,,160.4506,40.706,1.836689880653,12.2748522,1.26596226446016,-0.0134191,10.5286871,31.0899473,51.0423895,108.2645,/L,30.8464,78.4,85.6915,40.8998,237.061,82.721,-14.04041,UMi,66.185436,150.3683007,71.1165066,,,109.679405,45.560963,6.382853005,0.000354,0.092,0.087,0.093,0.086,-23.165,0.0250651,0.127,163.1703,1.2e-05,0.4,1.44,0.001089,46.4843,2.838698824,30.8465,157.3814,56.0026
509,Garradd (C/2009 P1),2012-Mar-05 00:50,2455991.534722222,8.8,*,4.5,,219.13257,68.77358,219.18653,68.71515,-181.461,84.29555,331.970416,56.820013,-127.34,-305.12,-454247.54,268856.199,342.192,17.6198002634,1.194,0.171,10.5,,92.92798,,389767.8,*,,,,,,56.92,0.0,,,160.4489,40.7027,1.836739113502,12.2755792,1.26596223530723,-0.0011457,10.52868686,31.0895308,51.0306783,108.2688,/L,30.8446,78.4,85.7572,40.8973,237.029,82.7,-14.04552,UMi,66.185436,150.348879,71.1096991,,,109.692469,45.562445,6.5495463966,0.000354,0.092,0.087,0.093,0.086,-23.154,0.0250659,0.127,163.1669,1.2e-05,0.4,1.44,0.001089,46.4879,3.007364768,30.8448,157.3738,55.9978
510,Garradd (C/2009 P1),2012-Mar-05 01:00,2455991.541666667,8.8,*,4.5,,219.10939,68.7775,219.16338,68.71906,-181.461,84.18445,331.369856,55.96402,-111.95,-311.04,-454355.7,268860.611,342.202,17.7869232457,1.206,0.173,10.5,,92.92876,,389783.4,*,,,,,,56.89,0.0,,,160.4471,40.6993,1.836788349265,12.276306,1.26596225504403,0.0109588,10.52868702,31.0891144,51.0187382,108.2732,/L,30.8428,78.4,85.8233,40.8948,236.998,82.679,-14.05062,UMi,66.185436,150.3294781,71.1028902,,,109.705532,45.563927,6.7162400171,0.000354,0.092,0.087,0.093,0.086,-23.142,0.0250667,0.127,163.1635,1.2e-05,0.4,1.44,0.001089,46.4915,3.176031006,30.843,157.3662,55.9931
511,Garradd (C/2009 P1),2012-Mar-05 01:10,2455991.548611111,8.8,*,4.5,,219.0862,68.78141,219.14023,68.72295,-181.459,84.07505,330.857711,55.09287,-96.72,-316.04,-454463.87,268865.004,342.212,17.954046228,1.218,0.175,10.5,,92.92954,,389798.9,*,,,,,,56.86,0.0,,,160.4454,40.696,1.83683758794,12.2770327,1.26596232297862,0.0228873,10.52868759,31.0886979,51.0065947,108.2775,/L,30.8411,78.4,85.8896,40.8922,236.966,82.658,-14.05572,UMi,66.185436,150.3100981,71.09608,,,109.718591,45.565408,6.8829338652,0.000354,0.092,0.087,0.093,0.086,-23.131,0.0250675,0.127,163.1601,1.2e-05,0.4,1.44,0.001088,46.4951,3.344697521,30.8413,157.3585,55.9883
512,Garradd (C/2009 P1),2012-Mar-05 01:20,2455991.555555556,8.8,*,4.5,,219.06301,68.78532,219.11707,68.72684,-181.455,83.96742,330.429393,54.209001,-81.67,-320.2,-454572.03,268869.378,342.222,18.1211692103,1.232,0.177,10.5,,92.93033,,389814.4,*,,,,,,56.82,0.0,,,160.4437,40.6927,1.836886829529,12.2777594,1.26596243839133,0.0346329,10.52868855,31.0882814,50.9942736,108.2818,/L,30.8393,78.3,85.9561,40.8897,236.935,82.638,-14.06081,UMi,66.185436,150.2907387,71.0892687,,,109.731648,45.566889,7.0496279393,0.000354,0.092,0.087,0.093,0.086,-23.119,0.0250682,0.127,163.1568,1.2e-05,0.4,1.44,0.001088,46.4986,3.513364297,30.8395,157.3509,55.9836
513,Garradd (C/2009 P1),2012-Mar-05 01:30,2455991.5625,8.8,*,4.5,,219.03981,68.78922,219.09391,68.73073,-181.45,83.86164,330.080434,53.314694,-66.83,-323.57,-454680.2,268873.733,342.232,18.2882921925,1.246,0.179,10.501,,92.93111,,389829.9,*,,,,,,56.79,0.0,,,160.442,40.6894,1.836936074029,12.278486,1.26596260053615,0.0461895,10.5286899,31.0878649,50.9818012,108.2861,/L,30.8376,78.3,86.0229,40.8872,236.903,82.617,-14.06591,UMi,66.185436,150.2713996,71.0824563,,,109.744702,45.568369,7.2163222372,0.000354,0.092,0.087,0.093,0.086,-23.108,0.025069,0.127,163.1534,1.2e-05,0.4,1.44,0.001088,46.5022,3.68203132,30.8378,157.3433,55.9789
514,Garradd (C/2009 P1),2012-Mar-05 01:40,2455991.569444444,8.8,*,4.5,,219.01662,68.79312,219.07075,68.73461,-181.444,83.75775,329.806532,52.412086,-52.21,-326.19,-454788.37,268878.07,342.241,18.4554151747,1.261,0.181,10.501,,92.93189,,389845.4,*,,,,,,56.76,0.0,,,160.4402,40.686,1.836985321442,12.2792125,1.26596280864221,0.0575508,10.52869163,31.0874485,50.9692042,108.2904,/L,30.8358,78.3,86.0899,40.8847,236.872,82.596,-14.071,UMi,66.185436,150.2520808,71.0756429,,,109.757754,45.569847,7.3830167564,0.000354,0.092,0.087,0.093,0.086,-23.096,0.0250698,0.127,163.15,1.2e-05,0.4,1.44,0.001088,46.5058,3.850698575,30.836,157.3357,55.9741
515,Garradd (C/2009 P1),2012-Mar-05 01:50,2455991.576388889,8.8,*,4.5,,218.99341,68.79701,219.04758,68.73849,-181.436,83.65582,329.603577,51.503181,-37.83,-328.11,-454896.54,268882.389,342.251,18.6225381569,1.276,0.183,10.501,,92.93267,,389860.9,*,,,,,,56.73,0.0,,,160.4385,40.6827,1.837034571766,12.2799389,1.26596306191528,0.0687113,10.52869373,31.087032,50.9565092,108.2947,/L,30.8341,78.3,86.157,40.8822,236.84,82.575,-14.07609,UMi,66.185436,150.2327819,71.0688287,,,109.770802,45.571325,7.549711494,0.000354,0.092,0.087,0.093,0.086,-23.085,0.0250705,0.127,163.1466,1.2e-05,0.4,1.44,0.001088,46.5094,4.01936605,30.8343,157.328,55.9694
516,Garradd (C/2009 P1),2012-Mar-05 02:00,2455991.583333333,8.8,*,4.5,,218.97021,68.8009,219.02441,68.74236,-181.427,83.55591,329.467669,50.589857,-23.69,-329.38,-455004.71,268886.69,342.261,18.789661139,1.293,0.185,10.501,,92.93345,,389876.4,*,,,,,,56.7,0.0,,,160.4368,40.6794,1.837083825002,12.2806652,1.26596335953932,0.0796658,10.52869621,31.0866155,50.9437434,108.299,/L,30.8323,78.2,86.2243,40.8796,236.809,82.554,-14.08118,UMi,66.185437,150.2135029,71.0620137,,,109.783848,45.572802,7.7164064466,0.000354,0.092,0.087,0.093,0.086,-23.073,0.0250713,0.127,163.1432,1.2e-05,0.4,1.44,0.001088,46.5129,4.188033732,30.8325,157.3204,55.9646
517,Garradd (C/2009 P1),2012-Mar-05 02:10,2455991.590277778,8.8,*,4.5,,218.947,68.80478,219.00124,68.74623,-181.416,83.45806,329.395125,49.673883,-9.79,-330.02,-455112.88,268890.973,342.271,18.9567841211,1.31,0.188,10.501,,92.93423,,389891.8,*,,,,,,56.67,0.0,,,160.435,40.6761,1.837133081149,12.2813914,1.26596370067814,0.0904094,10.52869905,31.0861989,50.930934,108.3033,/L,30.8306,78.2,86.2916,40.8771,236.777,82.533,-14.08627,UMi,66.185437,150.1942434,71.055198,,,109.796892,45.574277,7.8831016106,0.000354,0.092,0.087,0.093,0.086,-23.061,0.0250721,0.127,163.1398,1.2e-05,0.4,1.44,0.001088,46.5165,4.356701609,30.8308,157.3128,55.9599
518,Garradd (C/2009 P1),2012-Mar-05 02:20,2455991.597222222,8.8,*,4.5,,218.92379,68.80866,218.97806,68.75009,-181.405,83.36233,329.382484,48.756926,3.85,-330.09,-455221.04,268895.239,342.281,19.1239071032,1.328,0.19,10.501,,92.93501,,389907.2,*,,,,,,56.64,0.0,,,160.4333,40.6727,1.837182340207,12.2821176,1.26596408447698,0.1009378,10.52870224,31.0857824,50.9181082,108.3076,/L,30.8289,78.2,86.3591,40.8746,236.746,82.513,-14.09135,UMi,66.185437,150.1750032,71.0483818,,,109.809932,45.575751,8.0497969817,0.000354,0.092,0.087,0.093,0.086,-23.05,0.0250728,0.127,163.1364,1.2e-05,0.4,1.44,0.001088,46.5201,4.52536967,30.829,157.3052,55.9552
519,Garradd (C/2009 P1),2012-Mar-05 02:30,2455991.604166667,8.8,*,4.5,,218.90058,68.81253,218.95488,68.75395,-181.392,83.26874,329.4265,47.840556,17.23,-329.61,-455329.21,268899.488,342.291,19.2910300852,1.347,0.193,10.501,,92.93579,,389922.7,*,,,,,,56.6,0.0,,,160.4316,40.6694,1.837231602175,12.2828436,1.26596451006422,0.1112468,10.52870578,31.0853659,50.9052934,108.3118,/L,30.8271,78.2,86.4265,40.8721,236.714,82.492,-14.09643,UMi,66.185437,150.155782,71.041565,,,109.82297,45.577223,8.2164925554,0.000354,0.092,0.087,0.093,0.086,-23.038,0.0250736,0.127,163.133,1.2e-05,0.4,1.44,0.001088,46.5236,4.694037905,30.8273,157.2976,55.9504
520,Garradd (C/2009 P1),2012-Mar-05 02:40,2455991.611111111,8.8,*,4.5,,218.87736,68.8164,218.9317,68.7578,-181.379,83.17735,329.524138,46.926264,30.36,-328.6,-455437.38,268903.72,342.301,19.4581530672,1.367,0.196,10.501,,92.93657,,389938.1,*,,,,,,56.57,0.0,,,160.4298,40.6661,1.837280867054,12.2835696,1.26596497655306,0.121333,10.52870966,31.0849493,50.892517,108.3161,/L,30.8254,78.1,86.494,40.8696,236.683,82.471,-14.10152,UMi,66.185437,150.1365797,71.0347477,,,109.836006,45.578694,8.3831883269,0.000354,0.092,0.087,0.093,0.086,-23.026,0.0250744,0.127,163.1296,1.2e-05,0.4,1.44,0.001088,46.5272,4.862706305,30.8256,157.29,55.9457
521,Garradd (C/2009 P1),2012-Mar-05 02:50,2455991.618055556,8.8,*,4.5,,218.85415,68.82027,218.90852,68.76165,-181.365,83.08818,329.672566,46.015461,43.23,-327.1,-455545.54,268907.936,342.311,19.6252760491,1.388,0.199,10.501,,92.93735,,389953.4,*,,,,,,56.54,0.0,,,160.4281,40.6628,1.837330134842,12.2842955,1.26596548304331,0.1311933,10.52871387,31.0845328,50.8798063,108.3204,/L,30.8236,78.1,86.5615,40.8671,236.651,82.45,-14.10659,UMi,66.185437,150.1173958,71.0279301,,,109.849038,45.580163,8.549884291,0.000354,0.092,0.087,0.093,0.086,-23.015,0.0250751,0.127,163.1262,1.2e-05,0.4,1.44,0.001088,46.5308,5.031374862,30.8238,157.2824,55.9409
522,Garradd (C/2009 P1),2012-Mar-05 03:00,2455991.625,8.8,*,4.5,,218.83093,68.82413,218.88533,68.7655,-181.35,83.00126,329.869141,45.10949,55.85,-325.12,-455653.7,268912.136,342.32,19.792399031,1.41,0.202,10.501,,92.93812,,389968.8,*,,,,,,56.51,0.0,,,160.4264,40.6595,1.83737940554,12.2850213,1.2659660286231,0.1408249,10.52871841,31.0841162,50.8671884,108.3247,/L,30.8219,78.1,86.6289,40.8646,236.62,82.429,-14.11167,UMi,66.185437,150.0982302,71.0211122,,,109.862068,45.581631,8.7165804419,0.000354,0.092,0.087,0.093,0.086,-23.003,0.0250759,0.127,163.1228,1.2e-05,0.4,1.44,0.001088,46.5344,5.200043567,30.8221,157.2749,55.9362
523,Garradd (C/2009 P1),2012-Mar-05 03:10,2455991.631944444,8.8,*,4.5,,218.8077,68.82799,218.86214,68.76934,-181.335,82.91662,330.111401,44.209632,68.21,-322.7,-455761.86,268916.32,342.33,19.9595220129,1.432,0.205,10.501,,92.9389,,389984.1,*,,,,,,56.48,0.0,,,160.4247,40.6561,1.837428679147,12.285747,1.2659666123707,0.1502255,10.52872326,31.0836997,50.8546904,108.3289,/L,30.8202,78.0,86.6962,40.8621,236.588,82.408,-14.11675,UMi,66.185437,150.0790825,71.0142941,,,109.875096,45.583096,8.8832767738,0.000354,0.092,0.087,0.093,0.086,-22.991,0.0250766,0.127,163.1194,1.2e-05,0.4,1.44,0.001088,46.5379,5.368712416,30.8204,157.2673,55.9315
524,Garradd (C/2009 P1),2012-Mar-05 03:20,2455991.638888889,8.8,*,4.5,,218.78448,68.83184,218.83895,68.77318,-181.319,82.83428,330.397051,43.317113,80.31,-319.84,-455870.02,268920.488,342.34,20.1266449947,1.455,0.209,10.501,,92.93967,,389999.5,*,,,,,,56.45,0.0,,,160.4229,40.6528,1.837477955663,12.2864726,1.26596723335633,0.1593936,10.52872843,31.0832831,50.8423391,108.3332,/L,30.8184,78.0,86.7634,40.8596,236.557,82.388,-14.12182,UMi,66.185437,150.0599524,71.0074758,,,109.88812,45.58456,9.0499732803,0.000354,0.092,0.087,0.093,0.086,-22.979,0.0250774,0.127,163.116,1.2e-05,0.4,1.44,0.001088,46.5415,5.537381402,30.8186,157.2597,55.9267
525,Garradd (C/2009 P1),2012-Mar-05 03:30,2455991.645833333,8.8,*,4.5,,218.76125,68.83569,218.81576,68.77701,-181.303,82.75425,330.723954,42.433105,92.16,-316.57,-455978.17,268924.642,342.35,20.2937679765,1.48,0.212,10.501,,92.94044,,390014.8,*,,,,,,56.42,0.0,,,160.4212,40.6495,1.837527235087,12.2871981,1.26596789064393,0.1683276,10.52873389,31.0828665,50.8301612,108.3374,/L,30.8167,78.0,86.8305,40.8571,236.525,82.367,-14.1269,UMi,66.185437,150.0408396,71.0006574,,,109.901143,45.586021,9.2166699549,0.000354,0.092,0.087,0.093,0.086,-22.968,0.0250782,0.127,163.1126,1.2e-05,0.4,1.44,0.001088,46.5451,5.706050521,30.8169,157.2521,55.922
526,Garradd (C/2009 P1),2012-Mar-05 03:40,2455991.652777778,8.8,*,4.5,,218.73803,68.83954,218.79257,68.78084,-181.286,82.67655,331.090115,41.558736,103.75,-312.91,-456086.33,268928.781,342.36,20.4608909583,1.505,0.216,10.501,,92.94121,,390030.1,*,,,,,,56.38,0.0,,,160.4195,40.6462,1.83757651742,12.2879236,1.26596858329305,0.1770267,10.52873965,31.08245,50.8181828,108.3417,/L,30.815,78.0,86.8975,40.8547,236.494,82.346,-14.13197,UMi,66.185437,150.0217439,70.9938389,,,109.914163,45.58748,9.3833667907,0.000354,0.092,0.087,0.093,0.086,-22.956,0.0250789,0.127,163.1092,1.2e-05,0.4,1.44,0.001088,46.5486,5.874719768,30.8152,157.2445,55.9172
527,Garradd (C/2009 P1),2012-Mar-05 03:50,2455991.659722222,8.8,*,4.5,,218.7148,68.84338,218.76937,68.78467,-181.27,82.60118,331.493671,40.695089,115.09,-308.86,-456194.48,268932.905,342.37,20.62801394,1.531,0.22,10.501,,92.94198,,390045.3,*,,,,,,56.35,0.0,,,160.4177,40.6429,1.837625802661,12.2886489,1.26596931036067,0.1854905,10.5287457,31.0820334,50.8064299,108.3459,/L,30.8132,77.9,86.9642,40.8522,236.462,82.325,-14.13704,UMi,66.185437,150.0026649,70.9870205,,,109.927181,45.588937,9.5500637803,0.000354,0.092,0.087,0.093,0.086,-22.944,0.0250797,0.127,163.1058,1.2e-05,0.4,1.44,0.001088,46.5522,6.043389142,30.8135,157.237,55.9125
528,Garradd (C/2009 P1),2012-Mar-05 04:00,2455991.666666667,8.8,*,4.5,,218.69156,68.84722,218.74617,68.78849,-181.253,82.52813,331.932881,39.843212,126.18,-304.43,-456302.63,268937.016,342.38,20.7951369217,1.558,0.223,10.501,,92.94275,,390060.6,*,,,,,,56.32,0.0,,,160.416,40.6395,1.83767509081,12.2893742,1.26597007090303,0.1937191,10.52875203,31.0816168,50.794928,108.3502,/L,30.8115,77.9,87.0307,40.8497,236.431,82.304,-14.14212,UMi,66.185437,149.9836022,70.980202,,,109.940196,45.590391,9.7167609164,0.000354,0.092,0.087,0.093,0.086,-22.933,0.0250804,0.127,163.1024,1.2e-05,0.4,1.44,0.001088,46.5558,6.21205864,30.8117,157.2294,55.9078
